Country,Code,ContinentCode,Year,Hospital beds,Hospital beds per 1000 people,Nurse to hospital bed ratio,Doctors per 1000 people,Nurses per 1000 people,Midwives per 1000 people,Midwives per 1000 live births,Dentists per 1000 people,Pharmacists per 1000 people,Physiotherapists per 1000 people,Computed tomography scanners per million people,Magnetic resonance imaging units per million people,Mammographs per million people
Germany,DEU,EU,2016,663941,8.06,0.75,4.19,10.87,0.28,29.04,0.86,0.64,2.23,35.17,34.49,
Germany,DEU,EU,2017,661448,8,0.78,4.25,11.08,0.29,30.58,0.86,0.65,2.27,35.13,34.71,
Germany,DEU,EU,2018,661880,7.98,0.85,4.31,11.52,0.29,30.48,0.86,0.66,2.29,35.33,34.47,
Germany,DEU,EU,2019,657662,7.91,0.88,4.39,11.79,0.3,32.13,0.86,0.67,2.32,,,
Germany,DEU,EU,2020,650167,7.82,,4.47,12.06,0.31,33.63,0.86,0.67,2.34,,,
Germany,DEU,EU,2021,,,,4.53,,,,,,,,,
Greece,GRC,EU,1960,48239,5.79,,,,,,,,,,,
Greece,GRC,EU,1961,48779,5.81,,,,,,,,,,,
Greece,GRC,EU,1962,49247,5.83,,,,,,,,,,,
Greece,GRC,EU,1963,49786,5.87,,,,,,,,,,,
Greece,GRC,EU,1964,48363,5.68,,,,,,,,,,,
Greece,GRC,EU,1965,50323,5.89,,,,,,,,,,,
Greece,GRC,EU,1966,51638,5.99,,,,,,,,,,,
Greece,GRC,EU,1967,52173,6.01,,,,,,,,,,,
Greece,GRC,EU,1968,53260,6.09,,,,,,,,,,,
Greece,GRC,EU,1969,53733,6.12,,,,,,,,,,,
Greece,GRC,EU,1970,54633,6.21,,,,,,,,,,,
Greece,GRC,EU,1971,56232,6.37,,,,,,,,,,,
Greece,GRC,EU,1972,55958,6.3,,,,,,,,,,,
Greece,GRC,EU,1973,56118,6.28,,,,,,,,,,,
Greece,GRC,EU,1974,56885,6.35,,,,,,,,,,,
Greece,GRC,EU,1975,58501,6.47,,,,,,,,,,,
Greece,GRC,EU,1976,58574,6.37,,,,,,,,,,,
Greece,GRC,EU,1977,59117,6.35,,,,,,,,,,,
Greece,GRC,EU,1978,58994,6.26,,,,,,,,,,,
Greece,GRC,EU,1979,60073,6.29,,,,,,,,,,,
Greece,GRC,EU,1980,60067,6.23,,,,0.18,11.5,,,,,,
Greece,GRC,EU,1981,59914,6.16,,,,0.18,12.29,,,,,,
Greece,GRC,EU,1982,58938,6.02,,,,0.19,13.89,,,,,,
Greece,GRC,EU,1983,57496,5.84,,,,0.18,13.55,,,,,,
Greece,GRC,EU,1984,57081,5.77,,,,0.19,15.18,,,,,,
Greece,GRC,EU,1985,54438,5.48,,,,0.19,16.4,,,,,,
Greece,GRC,EU,1986,52864,5.3,,,,0.17,15.45,,,,,,
Greece,GRC,EU,1987,51745,5.17,,,,0.18,17.07,,,,,,
Greece,GRC,EU,1988,51587,5.14,,,,0.17,15.63,,,,,,
Greece,GRC,EU,1989,51448,5.1,,,,0.16,16.11,,,,,,
Greece,GRC,EU,1990,51329,5.03,,,,0.18,18.19,,,,,,
Greece,GRC,EU,1991,51297,4.97,,,,0.18,18.18,,,,,,
Greece,GRC,EU,1992,51422,4.94,,,,0.18,18.21,,,,,,
Greece,GRC,EU,1993,52144,4.98,,,,0.18,18.82,,,,,,
Greece,GRC,EU,1994,51788,4.93,,,,,,,,,,,
Greece,GRC,EU,1995,52227,4.94,,,,,,,,,,,
Greece,GRC,EU,1996,52586,4.96,,,,,,,,,,,
Greece,GRC,EU,1997,52474,4.92,,,,,,,,,,,
Greece,GRC,EU,1998,52495,4.9,,,,,,,,,,,
Greece,GRC,EU,1999,51404,4.78,0.6,,2.64,0.2,21.85,,,,,,
Greece,GRC,EU,2000,51500,4.77,0.62,,2.75,0.21,21.92,,,,,,
Greece,GRC,EU,2001,52276,4.81,0.66,,2.95,0.22,23.15,,,,,,
Greece,GRC,EU,2002,51781,4.75,0.74,,3.31,0.21,22.62,,,,,,
Greece,GRC,EU,2003,51762,4.74,0.75,,3.32,0.22,23.02,,,,,,
Greece,GRC,EU,2004,51871,4.73,0.75,,3.3,0.23,23.91,,,,,,
Greece,GRC,EU,2005,52511,4.78,0.75,,3.34,0.23,23.31,,,,25.48,13.38,36.86
Greece,GRC,EU,2006,53701,4.87,0.71,,3.25,0.23,22.29,,,,26.68,16.51,39.65
Greece,GRC,EU,2007,53888,4.88,0.71,,3.23,0.23,22.99,,,,29.33,18.1,43.35
Greece,GRC,EU,2008,53652,4.84,0.72,,3.27,0.23,21.83,,,0.35,31.05,19.86,45.59
Greece,GRC,EU,2009,54704,4.93,0.73,,3.36,0.24,22.27,,,0.41,31.24,22.06,49.16
Greece,GRC,EU,2010,49828,4.48,0.82,,3.45,0.23,22.27,,,0.46,32.73,22.93,52.51
Greece,GRC,EU,2011,49692,4.47,0.83,,3.47,0.24,24.81,,,0.5,33.14,22.42,54.39
Greece,GRC,EU,2012,49100,4.45,0.81,,3.34,0.24,26.66,,,0.55,33.41,21.91,55.5
Greece,GRC,EU,2013,46510,4.24,0.83,,3.29,0.24,28.46,,,0.6,33.65,22.07,55.9
Greece,GRC,EU,2014,46160,4.24,0.82,,3.23,0.24,28.42,,,0.62,34.61,22.86,57.75
Greece,GRC,EU,2015,45945,4.25,0.81,,3.21,0.24,28.33,,,0.67,36.13,24.77,60.81
Greece,GRC,EU,2016,45273,4.2,0.83,,3.25,0.25,29.07,,,0.7,35.91,26.91,60.32
Greece,GRC,EU,2017,45267,4.21,0.85,,3.31,0.26,31.71,,,0.75,34.22,26.5,56.53
Greece,GRC,EU,2018,45053,4.2,0.86,,3.37,0.26,32.79,,,0.79,40.62,29.35,65.97
Greece,GRC,EU,2019,44817,4.18,0.87,,3.38,0.27,34.07,,,0.83,42.53,31.9,66.78
Greece,GRC,EU,2020,,,,,,,,,,,43.74,33.56,68.79
Hungary,HUN,EU,1960,,,,1.54,,,,,,,,,
Hungary,HUN,EU,1961,,,,1.6,,,,,,,,,
Hungary,HUN,EU,1962,,,,1.66,,,,,,,,,
Hungary,HUN,EU,1963,,,,1.73,,,,,,,,,
Hungary,HUN,EU,1964,,,,1.79,,,,,,,,,
Hungary,HUN,EU,1965,,,,1.86,,,,,,,,,
Hungary,HUN,EU,1966,,,,1.92,,,,,,,,,
Hungary,HUN,EU,1967,,,,2,,,,,,,,,
Hungary,HUN,EU,1968,,,,1.92,,,,,,,,,
Hungary,HUN,EU,1969,,,,1.97,,,,,,,,,
Hungary,HUN,EU,1970,,,,2.02,,,,,,,,,
Hungary,HUN,EU,1971,,,,2.07,,,,,,,,,
Hungary,HUN,EU,1972,,,,2.11,,,,,,,,,
Hungary,HUN,EU,1973,,,,2.16,,,,,,,,,
Hungary,HUN,EU,1974,,,,2.2,,,,,,,,,
Hungary,HUN,EU,1975,,,,2.24,,,,,,,,,
Hungary,HUN,EU,1976,,,,2.28,,,,,,,,,
Hungary,HUN,EU,1977,,,,2.33,,,,,,,,,
Hungary,HUN,EU,1978,,,,2.38,,,,,,,,,
Hungary,HUN,EU,1979,,,,2.46,,,,,,,,,
Hungary,HUN,EU,1980,,,,2.29,,0.24,17.29,,0.32,,0.28,,
Hungary,HUN,EU,1981,,,,2.33,,0.24,17.82,,0.32,,0.28,,
Hungary,HUN,EU,1982,,,,2.39,,0.24,18.93,,0.32,,0.28,,
Hungary,HUN,EU,1983,,,,2.41,,0.26,21.88,,0.33,,0.28,,
Hungary,HUN,EU,1984,,,,2.46,,0.24,20.36,,0.33,,0.28,,
Hungary,HUN,EU,1985,,,,2.63,,0.24,19.73,0.26,0.33,,0.28,0.09,
Hungary,HUN,EU,1986,,,,2.66,,0.25,20.32,0.27,0.32,,0.28,0.09,
Hungary,HUN,EU,1987,,,,2.78,,0.26,21.53,0.21,0.32,,0.75,0.09,
Hungary,HUN,EU,1988,,,,2.8,,0.25,21.02,0.25,0.32,,1.32,0.09,
Hungary,HUN,EU,1989,,,,2.91,,0.25,21.55,0.22,0.32,,1.72,0.1,
Hungary,HUN,EU,1990,,,,2.94,5.19,0.25,21.04,0.23,0.33,,1.93,0.1,
Hungary,HUN,EU,1991,,,,3.03,4.87,0.21,17.36,0.23,0.32,,2.99,0.29,
Hungary,HUN,EU,1992,,,,3.01,5.12,0.25,21.21,0.32,0.33,,3.09,0.29,
Hungary,HUN,EU,1993,,,,2.96,5.44,0.25,22.52,0.34,0.32,,3.86,0.39,
Hungary,HUN,EU,1994,,,,3,5.44,0.27,23.82,0.35,0.32,0.13,4.16,0.77,
Hungary,HUN,EU,1995,,,,3,5.35,0.23,21.21,0.35,0.33,0.13,4.55,0.97,
Hungary,HUN,EU,1996,,,,3.04,5.41,0.23,22.95,0.36,0.4,0.13,4.95,1.36,
Hungary,HUN,EU,1997,,,,3.08,5.33,0.22,22.63,0.37,0.46,0.14,4.57,1.36,6.8
Hungary,HUN,EU,1998,,,,3.08,5.47,0.22,23.27,0.44,0.47,0.14,4.97,1.46,7.89
Hungary,HUN,EU,1999,,,,3.1,5.37,0.22,23.75,0.45,0.47,0.15,5.08,1.47,9.18
Hungary,HUN,EU,2000,83271,8.16,,2.68,5.28,0.21,21.56,0.32,0.48,0.14,5.68,1.76,9.4
Hungary,HUN,EU,2001,80665,7.92,,2.89,5.52,0.2,20.98,0.36,0.49,0.14,5.99,1.96,10.4
Hungary,HUN,EU,2002,80360,7.91,,3.19,5.68,0.2,21.45,0.48,0.5,0.15,6.3,2.26,11.42
Hungary,HUN,EU,2003,79976,7.9,,3.25,5.77,0.2,21.47,0.53,0.51,0.16,6.52,2.57,11.85
Hungary,HUN,EU,2004,79722,7.89,,3.34,5.78,0.19,20.65,0.51,0.51,0.17,6.83,2.57,12.57
Hungary,HUN,EU,2005,79834,7.91,,2.78,5.95,0.2,20.52,0.45,0.53,0.21,7.14,2.58,13.09
Hungary,HUN,EU,2006,80341,7.98,0.47,3.04,6.2,0.2,19.77,0.5,0.53,0.23,7.25,2.58,13.4
Hungary,HUN,EU,2007,72260,7.19,0.46,2.8,5.95,0.16,16.38,0.4,0.55,0.22,7.26,2.78,14.12
Hungary,HUN,EU,2008,71322,7.11,0.48,3.09,6.15,0.16,16.66,0.5,0.58,0.29,7.07,2.79,14.15
Hungary,HUN,EU,2009,71600,7.14,0.46,3.02,6.21,0.17,17.71,0.49,0.57,0.31,7.18,2.79,14.57
Hungary,HUN,EU,2010,71818,7.18,0.49,2.87,6.21,0.17,19.37,0.53,0.58,0.3,7.3,3,14.4
Hungary,HUN,EU,2011,71669,7.19,0.5,2.96,6.21,0.18,19.83,0.53,0.58,0.3,7.32,3.01,14.44
Hungary,HUN,EU,2012,69449,7,0.49,3.09,6.32,0.17,19.01,0.57,0.57,0.3,7.66,2.82,14.41
Hungary,HUN,EU,2013,69621,7.04,0.54,3.21,6.43,0.17,18.67,0.6,0.76,0.32,7.88,3.03,14.56
Hungary,HUN,EU,2014,68910,6.98,0.52,3.32,6.41,0.17,17.87,0.63,0.77,0.34,8.31,3.14,14.59
Hungary,HUN,EU,2015,68843,6.99,0.52,3.1,6.47,0.17,18.39,0.6,0.72,0.34,8.43,3.56,14.63
Hungary,HUN,EU,2016,68713,7,0.52,3.21,6.44,0.17,17.07,0.62,0.75,0.35,8.86,3.97,14.77
Hungary,HUN,EU,2017,68702,7.02,0.53,3.32,6.51,0.25,25.99,0.67,0.77,0.51,9.19,4.7,15.32
Hungary,HUN,EU,2018,67947,6.95,0.53,3.38,6.62,0.25,26.09,0.7,0.8,0.54,9.41,4.91,
Hungary,HUN,EU,2019,67494,6.91,0.51,3.49,6.62,0.23,24.66,0.73,0.83,0.57,9.42,4.91,
Hungary,HUN,EU,2020,65886,6.76,,3.14,6.58,0.23,24.33,0.67,0.78,0.6,9.64,4.92,
Hungary,HUN,EU,2021,66394,6.82,,3.28,6.59,,,,,,,,
Iceland,ISL,EU,1960,,,,1.17,,,,,,,,,
Iceland,ISL,EU,1961,,,,1.18,,,,,,,,,
Iceland,ISL,EU,1962,,,,1.23,,,,,,,,,
Iceland,ISL,EU,1963,,,,1.23,,,,,,,,,
Iceland,ISL,EU,1964,,,,1.23,,,,,,,,,
Iceland,ISL,EU,1965,,,,1.24,,,,,,,,,
Iceland,ISL,EU,1966,,,,1.22,,,,,,,,,
Iceland,ISL,EU,1967,,,,1.21,,,,,,,,,
Iceland,ISL,EU,1968,,,,1.26,,,,,,,,,
Iceland,ISL,EU,1969,,,,1.29,,,,,,,,,
Iceland,ISL,EU,1970,,,,1.42,,,,,,,,,
Iceland,ISL,EU,1971,,,,1.48,,,,,,,,,
Iceland,ISL,EU,1972,,,,1.59,,,,,,,,,
Iceland,ISL,EU,1973,,,,1.62,,,,,,,,,
Iceland,ISL,EU,1974,,,,1.73,,,,,,,,,
Iceland,ISL,EU,1975,,,,1.84,,,,,,,,,
Iceland,ISL,EU,1976,,,,1.85,,,,,,,,,
Iceland,ISL,EU,1977,,,,1.91,,,,,,,,,
Iceland,ISL,EU,1978,,,,1.96,,,,,,,,,
Iceland,ISL,EU,1979,,,,2.03,,,,,,,,,
Iceland,ISL,EU,1980,,,,2.14,8.89,0.68,34.01,0.74,,0.33,,,4.38
Iceland,ISL,EU,1981,,,,2.21,9.34,0.72,37.97,0.76,,,4.33,,4.33
Iceland,ISL,EU,1982,,,,2.27,9.98,0.75,40.58,0.77,,,8.55,,4.28
Iceland,ISL,EU,1983,,,,2.3,10.71,0.78,42.55,0.81,,,8.44,,4.22
Iceland,ISL,EU,1984,,,,2.4,11.01,0.79,45.95,0.81,,,8.35,,4.18
Iceland,ISL,EU,1985,,,,2.59,11.1,0.78,49.01,0.82,,0.55,8.28,,4.14
Iceland,ISL,EU,1986,,,,2.6,11.43,0.78,47.48,0.84,,0.57,8.22,,4.11
Iceland,ISL,EU,1987,,,,2.7,11.77,0.74,44.22,0.87,,0.62,8.13,,8.13
Iceland,ISL,EU,1988,,,,2.7,11.87,0.75,40.23,0.86,,0.7,8.01,,12.01
Iceland,ISL,EU,1989,,,,2.83,12.07,0.79,43.64,0.87,,0.73,7.91,,15.82
Iceland,ISL,EU,1990,,,,2.85,12.48,0.79,42.37,0.9,,0.81,11.77,3.92,15.7
Iceland,ISL,EU,1991,,,,2.85,12.51,0.76,43.46,0.93,,0.81,15.52,3.88,15.52
Iceland,ISL,EU,1992,,,,2.95,12.46,0.77,43.39,0.98,,0.89,19.15,3.83,19.15
Iceland,ISL,EU,1993,,,,2.95,12.75,0.74,42.18,1,,0.94,18.96,3.79,18.96
Iceland,ISL,EU,1994,,,,3,12.86,0.73,43.67,1.03,,0.95,18.8,3.76,18.8
Iceland,ISL,EU,1995,,,,3.02,13.1,,,1.01,,1.01,18.69,7.48,18.69
Iceland,ISL,EU,1996,,,,3.12,13.1,,,1.03,,1.07,14.87,7.44,18.59
Iceland,ISL,EU,1997,,,,3.26,13.11,0.75,48.66,1.05,,1.18,14.75,7.38,18.44
Iceland,ISL,EU,1998,,,,3.32,13.5,0.76,49.55,0.99,,1.22,18.25,7.3,18.25
Iceland,ISL,EU,1999,,,,3.38,13.4,0.75,50.98,1,,1.35,21.63,7.21,18.03
Iceland,ISL,EU,2000,,,,3.44,13.26,0.73,47.74,1.01,,1.44,21.34,10.67,17.78
Iceland,ISL,EU,2001,,,,3.47,13.14,0.77,53.53,1,,1.46,17.55,14.04,17.55
Iceland,ISL,EU,2002,,,,3.58,13.27,0.72,51.37,1,,,20.87,17.39,17.39
Iceland,ISL,EU,2003,,,,3.62,13.64,0.75,52.14,0.99,,,20.72,17.27,17.27
Iceland,ISL,EU,2004,,,,3.62,13.69,0.77,52.91,0.98,,1.4,17.12,20.54,17.12
Iceland,ISL,EU,2005,,,,3.61,13.97,0.78,54.21,0.97,,1.42,23.59,20.22,16.85
Iceland,ISL,EU,2006,,,,3.6,13.72,0.79,54.36,0.94,,1.4,26.33,19.75,16.46
Iceland,ISL,EU,2007,1283,4.12,2.01,3.61,14,0.79,53.73,0.94,0.51,1.44,32.1,19.26,16.05
Iceland,ISL,EU,2008,1241,3.91,2.18,3.64,14.89,0.79,51.71,0.95,0.52,1.5,31.5,18.9,15.75
Iceland,ISL,EU,2009,1178,3.7,2.21,3.65,15.29,0.78,49.74,0.92,0.51,1.48,34.54,21.98,15.7
Iceland,ISL,EU,2010,1140,3.58,2.27,3.59,14.54,0.79,50.95,0.94,0.49,1.49,37.73,22.01,15.72
Iceland,ISL,EU,2011,1050,3.29,2.48,3.5,14.82,0.87,61.89,0.89,0.49,1.47,40.75,21.94,15.67
Iceland,ISL,EU,2012,1041,3.25,2.48,3.56,15.16,0.8,56.47,0.84,0.46,1.55,40.53,21.83,15.59
Iceland,ISL,EU,2013,1043,3.22,2.53,3.61,15.45,0.82,61.03,0.84,0.47,1.59,40.15,21.62,15.44
Iceland,ISL,EU,2014,1035,3.16,2.65,3.64,15.33,0.82,61.71,0.84,0.47,1.62,39.71,21.38,15.27
Iceland,ISL,EU,2015,1032,3.12,2.7,3.78,15.45,0.83,66.6,0.84,0.48,1.66,39.3,21.16,15.11
Iceland,ISL,EU,2016,1051,3.13,2.82,3.85,14.22,0.79,65.69,0.83,0.49,1.67,38.76,20.87,17.89
Iceland,ISL,EU,2017,1052,3.06,2.81,3.87,14.5,0.8,67.55,0.81,0.5,1.74,43.68,20.38,17.47
Iceland,ISL,EU,2018,1014,2.87,2.97,3.89,14.67,0.81,67.41,0.82,0.52,1.73,48.2,19.85,17.01
Iceland,ISL,EU,2019,1009,2.8,3.07,3.89,15.36,0.8,64.69,0.79,0.54,1.78,47.15,19.41,16.64
Iceland,ISL,EU,2020,1039,2.84,3.06,4.32,15.63,0.72,58.29,0.79,0.57,1.77,46.39,19.1,16.37
Iceland,ISL,EU,2021,,,,4.42,15.1,0.77,,0.8,0.6,1.76,,,
India,IND,AS,1982,476226,,,,,,,,,,,,
India,IND,AS,1983,486805,,,,,,,,,,,,
India,IND,AS,1984,500628,,,,,,,,,,,,
India,IND,AS,1985,535735,,,,,,,,,,,,
India,IND,AS,1986,555264,,,,,,,,,,,,
India,IND,AS,1987,585889,,,,,,,,,,,,
India,IND,AS,1988,598059,,,,,,,,,,,,
India,IND,AS,1989,602490,,,,,,,,,,,,
India,IND,AS,1990,629453,,,0.43,,,,,,,,,
India,IND,AS,1991,642103,,,0.44,,,,,,,,,
India,IND,AS,1992,596203,,,0.45,,,,,,,,,
India,IND,AS,1993,615156,,,0.46,,,,,,,,,
India,IND,AS,1994,621250,,,0.47,,,,,,,,,
India,IND,AS,1995,623819,,,0.48,,,,,,,,,
India,IND,AS,1996,662372,,,0.49,,,,,,,,,
India,IND,AS,1997,662372,,,0.5,,,,,,,,,
India,IND,AS,1998,665639,,,0.5,,,,,,,,,
India,IND,AS,1999,681643,,,0.52,0.71,,,,,,,,
India,IND,AS,2000,690723,,,0.53,0.73,,,,,,,,
India,IND,AS,2001,682886,,,0.54,0.75,,,,,,,,
India,IND,AS,2002,683545,,,0.56,,,,,,,,,
India,IND,AS,2003,,,,0.56,0.76,,,,,,,,
India,IND,AS,2004,,,,0.57,0.77,,,,,,,,
India,IND,AS,2005,469672,,,0.59,,,,,,,,,
India,IND,AS,2006,492698,,,0.6,0.78,,,,,,,,
India,IND,AS,2007,482522,,,0.62,0.79,,,,,,,,
India,IND,AS,2008,494510,,,0.63,0.81,,,,,,,,
India,IND,AS,2009,540328,,,0.65,0.86,,,,,,,,
India,IND,AS,2010,576793,,,0.69,0.87,,,,,,,,
India,IND,AS,2011,784940,,,0.74,0.99,,,,,,,,
India,IND,AS,2012,622628,,,0.7,1.11,,,,,,,,
India,IND,AS,2013,628708,,,0.72,1.22,,,,,,,,
India,IND,AS,2014,675779,,,0.72,1.37,,,,,,,,
India,IND,AS,2015,754724,,,0.73,1.45,,,,,,,,
India,IND,AS,2016,634879,,,0.76,1.5,,,,,,,,
India,IND,AS,2017,710761,,,0.78,1.53,,,,,,,,
India,IND,AS,2018,,,,0.85,1.57,,,,,,,,
India,IND,AS,2019,,,,0.9,2.39,,,,,,,,
Indonesia,IDN,AS,2009,,0.59,,,,,,,,,,,
Indonesia,IDN,AS,2010,,0.57,,,,,,,,,,,
Indonesia,IDN,AS,2011,,0.61,,,,,,,,,,,
Indonesia,IDN,AS,2012,,0.82,,,,,,,,,,,
Indonesia,IDN,AS,2013,,0.97,,,,,,,,,,,
Indonesia,IDN,AS,2014,,0.93,,,,,,,,,,,
Indonesia,IDN,AS,2015,,0.98,,,,,,,,,,,
Indonesia,IDN,AS,2016,,0.99,,,,,,,,,,,
Indonesia,IDN,AS,2017,,1.04,,,,,,,,,,,
Ireland,IRL,EU,1980,30834,9.03,,,,,,,,,,,
Ireland,IRL,EU,1981,31034,8.99,,,,,,,,,,,
Ireland,IRL,EU,1982,30758,8.82,,,,,,,,,,,
Ireland,IRL,EU,1983,30163,8.59,,,,,,,,,,,
Ireland,IRL,EU,1984,29606,8.38,,,,,,,,,,,
Ireland,IRL,EU,1985,29030,8.21,,,,,,,,,,,
Ireland,IRL,EU,1986,28042,7.92,,,,,,,,0.2,3.39,,
Ireland,IRL,EU,1987,32334,9.13,,,,,,,,0.2,,,
Ireland,IRL,EU,1988,29646,8.41,,,,,,,,0.22,,,
Ireland,IRL,EU,1989,28905,8.23,,,,,,,,0.23,,,
Ireland,IRL,EU,1990,28199,8.02,0.37,,,,,,,0.24,4.27,,
Ireland,IRL,EU,1991,28090,7.95,0.4,,,,,,,0.25,,,
Ireland,IRL,EU,1992,27096,7.61,0.43,,,,,,,0.26,,,
Ireland,IRL,EU,1993,25868,7.23,0.47,,,,,,,0.28,,,
Ireland,IRL,EU,1994,25353,7.06,0.5,,,,,,,0.29,,,
Ireland,IRL,EU,1995,25168,6.97,0.53,,,,,,,0.3,,,
Ireland,IRL,EU,1996,24622,6.77,0.56,,,,,,,0.31,,,
Ireland,IRL,EU,1997,24092,6.56,0.6,,,,,,,0.29,,,
Ireland,IRL,EU,1998,23735,6.39,0.66,,,,,,,0.31,,,
Ireland,IRL,EU,1999,23447,6.24,0.68,,,,,,,0.32,,,
Ireland,IRL,EU,2000,23334,6.13,0.74,,,,,,,0.35,,,
Ireland,IRL,EU,2001,22658,5.86,0.84,,,,,,,0.36,,,
Ireland,IRL,EU,2002,22732,5.78,0.92,,,,,,,0.39,,,
Ireland,IRL,EU,2003,22668,5.67,0.95,,,,,,,0.42,,,
Ireland,IRL,EU,2004,22961,5.64,0.95,,,,,,,0.43,,,
Ireland,IRL,EU,2005,22711,5.46,1,,,,,,,0.49,10.58,,12.5
Ireland,IRL,EU,2006,22472,5.26,1.05,,,,,,,0.6,12.63,7.95,13.8
Ireland,IRL,EU,2007,22421,5.1,1.09,,,,,,,0.65,14.09,8.41,14.09
Ireland,IRL,EU,2008,21789,4.85,1.12,,,,,,,0.47,14.26,8.91,14.03
Ireland,IRL,EU,2009,12813,2.83,1.86,,,,,,,0.52,14.99,11.69,13.89
Ireland,IRL,EU,2010,12434,2.73,1.87,,,,,,,0.53,15.35,12.28,14.47
Ireland,IRL,EU,2011,12008,2.62,1.94,2.67,,,,,,0.52,15.72,13.1,13.97
Ireland,IRL,EU,2012,11692,2.54,1.95,2.71,,,,,,0.54,16.74,12.39,13.7
Ireland,IRL,EU,2013,11837,2.56,1.92,2.67,,,,,,0.54,17.73,13.19,13.41
Ireland,IRL,EU,2014,11989,2.57,1.92,3.01,,,,,,0.55,16.53,13.31,13.1
Ireland,IRL,EU,2015,13730,2.92,1.73,3.12,,,,,,0.58,17.65,14.04,14.04
Ireland,IRL,EU,2016,14042,2.95,1.7,3.19,,,,,,0.61,17.24,14.72,13.88
Ireland,IRL,EU,2017,14279,2.97,1.74,3.26,,,,,,0.65,19.14,15.18,16.02
Ireland,IRL,EU,2018,14475,2.97,1.78,3.28,,,,,,0.97,20.34,16.03,16.85
Ireland,IRL,EU,2019,14213,2.88,1.86,3.32,,,,,,1.03,21.28,,
Ireland,IRL,EU,2020,14412,2.89,,3.46,,,,,,0.93,20.26,,
Ireland,IRL,EU,2021,,,,4.05,,,,,,1.06,20.37,,
Israel,ISR,AS,1988,22005,4.95,,,,,,,,,,,
Israel,ISR,AS,1989,22093,4.89,,,,,,,,,,,
Israel,ISR,AS,1990,22348,4.8,,,,,,,,,,,
Israel,ISR,AS,1991,22589,4.56,,,,,,,,,,,
Israel,ISR,AS,1992,22859,4.46,,,,,,,,,,,
Israel,ISR,AS,1993,23200,4.41,,,,,,,,,,,
Israel,ISR,AS,1994,23299,4.32,,,,,,,,,,,
Israel,ISR,AS,1995,23129,4.17,1.08,,,,,,,,5.41,1.08,
Israel,ISR,AS,1996,23369,4.11,1.03,3.56,5.3,,,0.86,0.63,,5.8,1.06,
Israel,ISR,AS,1997,23248,3.99,1.02,3.63,5.25,,,0.91,0.61,,6.35,1.37,
Israel,ISR,AS,1998,23687,3.97,1.13,3.7,5.34,,,0.97,0.56,,6.2,1.51,
Israel,ISR,AS,1999,23822,3.89,1.18,3.62,5.43,,,0.93,0.6,,6.2,1.47,
Israel,ISR,AS,2000,23853,3.79,1.09,3.45,5.43,,,0.8,0.64,,6.2,1.43,
Israel,ISR,AS,2001,24507,3.81,1.14,3.27,5.49,,,0.8,0.65,,6.52,1.86,
Israel,ISR,AS,2002,24691,3.76,1.14,3.28,5.41,,,0.86,0.62,,6.54,1.67,
Israel,ISR,AS,2003,25829,3.86,1,3.36,5.28,,,0.92,0.59,,6.28,1.94,
Israel,ISR,AS,2004,25861,3.8,1.07,3.34,5.15,,,0.87,0.63,,6.61,1.91,
Israel,ISR,AS,2005,25872,3.73,1.09,3.22,5.23,,,0.81,0.65,,6.93,1.88,
Israel,ISR,AS,2006,24015,3.4,1.13,3.02,5.22,,,0.79,0.63,,6.8,1.84,
Israel,ISR,AS,2007,24058,3.35,1.14,2.99,5.11,,,0.79,0.6,,7.94,2.23,
Israel,ISR,AS,2008,24086,3.3,1.18,3,4.88,,,0.8,0.63,,7.8,2.19,
Israel,ISR,AS,2009,23899,3.19,1.06,3,4.73,,,0.81,0.67,,8.28,2.14,
Israel,ISR,AS,2010,24079,3.16,1.11,3.01,4.71,,,0.84,0.75,,8.4,2.23,
Israel,ISR,AS,2011,24398,3.14,1.11,3,4.8,,,0.76,0.75,,8.63,2.7,
Israel,ISR,AS,2012,24530,3.1,1.08,2.97,4.82,,,0.68,0.75,,8.85,3.29,
Israel,ISR,AS,2013,24919,3.09,1.03,2.94,4.86,,,0.67,0.73,0.66,8.93,3.23,5.83
Israel,ISR,AS,2014,25268,3.08,1.08,2.98,4.86,,,0.77,0.71,0.66,9.37,3.89,6.94
Israel,ISR,AS,2015,25355,3.03,1.08,3.07,4.88,,,0.79,0.74,0.65,9.43,4.18,8.11
Israel,ISR,AS,2016,25517,2.99,1.1,3.08,4.99,,,0.76,0.72,0.67,9.48,5.27,9.24
Israel,ISR,AS,2017,26238,3.01,1.13,3.14,5.08,,,0.69,0.76,0.72,9.64,5.39,10.79
Israel,ISR,AS,2018,26407,2.97,1.1,3.22,5.03,,,0.77,0.87,0.79,10.02,5.4,10.81
Israel,ISR,AS,2019,26851,2.97,1.04,3.29,5.01,,,0.83,0.94,0.77,9.94,5.19,10.16
Israel,ISR,AS,2020,26902,2.92,1.28,3.31,5.14,,,0.87,0.9,0.78,9.88,5.53,10.09
Israel,ISR,AS,2021,27240,2.91,,,,,,,,,9.82,5.34,10.78
Italy,ITA,EU,1960,450539,8.97,,,,,,,,,,,
Italy,ITA,EU,1961,459950,9.1,,,,,,,,,,,
Italy,ITA,EU,1962,472314,9.28,,,,,,,,,,,
Italy,ITA,EU,1963,485336,9.47,,,,,,,,,,,
Italy,ITA,EU,1964,493563,9.55,,,,,,,,,,,
Italy,ITA,EU,1965,503110,9.65,,,,,,,,,,,
