Country,Code,ContinentCode,Year,Hospital beds,Hospital beds per 1000 people,Nurse to hospital bed ratio,Doctors per 1000 people,Nurses per 1000 people,Midwives per 1000 people,Midwives per 1000 live births,Dentists per 1000 people,Pharmacists per 1000 people,Physiotherapists per 1000 people,Computed tomography scanners per million people,Magnetic resonance imaging units per million people,Mammographs per million people
Sweden,SWE,EU,1975,126824,15.48,,,,,,,,,,,
Sweden,SWE,EU,1976,126250,15.35,,,,,,,,,,,
Sweden,SWE,EU,1977,125724,15.24,,,,,,,,,,,
Sweden,SWE,EU,1978,127867,15.45,,,,,,,,,,,
Sweden,SWE,EU,1979,126102,15.2,,,,,,,,,,,
Sweden,SWE,EU,1980,125863,15.15,,,,,,,0.48,,,,
Sweden,SWE,EU,1981,128834,15.48,,,,,,,0.47,,,,
Sweden,SWE,EU,1982,124799,14.99,,,,,,,0.46,,,,
Sweden,SWE,EU,1983,124644,14.97,,,,,,,0.47,,,,
Sweden,SWE,EU,1984,124161,14.89,,,,,,,0.47,,,,
Sweden,SWE,EU,1985,121917,14.6,,,,,,,0.49,,,,
Sweden,SWE,EU,1986,118714,14.18,,,,,,,0.51,,,,
Sweden,SWE,EU,1987,115030,13.7,,,,,,,0.53,,,,
Sweden,SWE,EU,1988,112094,13.29,,,,,,,0.55,,,,
Sweden,SWE,EU,1989,109752,12.92,,,,,,,0.57,,,,
Sweden,SWE,EU,1990,106484,12.44,,,,,,,0.59,,,,
Sweden,SWE,EU,1991,102152,11.85,,,,,,,0.61,,,,
Sweden,SWE,EU,1992,57778,6.67,,,,,,,0.62,,,,
Sweden,SWE,EU,1993,52991,6.08,,,,,,,0.64,,,,
Sweden,SWE,EU,1994,45537,5.19,,,,,,,0.66,,,,
Sweden,SWE,EU,1995,42359,4.8,,2.82,9.34,0.65,55.5,0.87,0.67,0.94,,,
Sweden,SWE,EU,1996,38139,4.31,,2.84,9.32,0.66,61.26,0.84,0.68,0.95,,,
Sweden,SWE,EU,1997,34885,3.94,,2.85,9.26,0.66,64.62,0.82,0.68,0.96,,,
Sweden,SWE,EU,1998,33234,3.75,,2.92,9.45,0.68,67.39,0.82,0.67,1.02,,,
Sweden,SWE,EU,1999,32755,3.7,,2.97,9.56,0.69,69.2,0.82,0.66,1.05,,,
Sweden,SWE,EU,2000,31765,3.58,,3.03,9.64,0.69,67.25,0.81,0.73,1.07,,,
Sweden,SWE,EU,2001,29122,3.27,,3.12,9.78,0.7,67.97,0.81,0.74,1.09,,,
Sweden,SWE,EU,2002,27925,3.13,,3.21,9.99,0.71,65.73,0.82,0.74,1.13,,,
Sweden,SWE,EU,2003,27332,3.05,,3.28,10.1,0.71,64.12,0.82,0.75,1.15,,,
Sweden,SWE,EU,2004,27088,3.01,,3.37,10.29,0.72,64.17,0.83,0.76,1.19,,,
Sweden,SWE,EU,2005,26478,2.93,,3.46,10.48,0.72,64.28,0.82,0.77,1.21,,,
Sweden,SWE,EU,2006,26220,2.89,,3.54,10.64,0.72,62.15,0.83,0.77,1.24,,,
Sweden,SWE,EU,2007,26196,2.86,,3.63,10.75,0.73,61.77,0.83,0.78,1.25,,,
Sweden,SWE,EU,2008,25862,2.81,,3.68,10.79,0.73,61.4,0.81,0.78,1.26,,,
Sweden,SWE,EU,2009,25693,2.76,,3.75,10.79,0.74,61.46,0.81,0.75,1.26,,,
Sweden,SWE,EU,2010,25566,2.73,,3.81,10.86,0.75,60.61,0.81,0.76,1.28,,,
Sweden,SWE,EU,2011,25517,2.7,,3.89,10.9,0.74,62.72,0.82,0.77,1.28,,,
Sweden,SWE,EU,2012,25290,2.66,,3.97,10.94,0.75,63.17,0.82,0.77,1.3,,,
Sweden,SWE,EU,2013,24894,2.59,,4.04,10.97,0.75,63.31,0.82,0.76,1.31,,,
Sweden,SWE,EU,2014,24608,2.54,,4.11,10.96,0.75,63.05,0.82,0.76,1.33,,,
Sweden,SWE,EU,2015,23904,2.44,,4.18,10.97,0.75,63.98,0.82,0.77,1.34,,,
Sweden,SWE,EU,2016,23209,2.34,,4.23,10.95,0.75,63.54,0.81,0.77,1.35,,,
Sweden,SWE,EU,2017,22247,2.21,,4.27,10.92,0.75,65.75,0.81,0.77,1.36,,,
Sweden,SWE,EU,2018,21707,2.13,,4.32,10.88,0.76,67.18,0.81,0.79,1.35,,,
Sweden,SWE,EU,2019,21280,2.07,,4.29,10.85,0.77,68.97,0.78,0.79,1.33,,,
Sweden,SWE,EU,2020,21217,2.05,,,,,,,,,,,
Switzerland,CHE,EU,1980,,,,,,0.22,19.14,0.45,0.34,,,,
Switzerland,CHE,EU,1981,,,,,,,,0.45,0.35,,,,
Switzerland,CHE,EU,1982,,,,,,,,0.46,0.36,,,,
Switzerland,CHE,EU,1983,,,,,,,,0.47,0.39,,,,
Switzerland,CHE,EU,1984,,,,,,,,0.48,0.4,,,,
Switzerland,CHE,EU,1985,,,,,,,,0.48,0.42,,,,
Switzerland,CHE,EU,1986,,,,,,,,0.48,0.44,,,,
Switzerland,CHE,EU,1987,,,,,,,,0.48,0.46,,,,
Switzerland,CHE,EU,1988,,,,,,,,0.48,0.48,,,,
Switzerland,CHE,EU,1989,,,,,,,,0.49,0.51,,,,
Switzerland,CHE,EU,1990,,,,,,0.26,21.19,0.49,0.53,,,,
Switzerland,CHE,EU,1991,,,,,,,,0.48,0.54,,,,
Switzerland,CHE,EU,1992,,,,,,,,0.49,0.55,,,,
Switzerland,CHE,EU,1993,,,,,,,,0.48,0.57,,,,
Switzerland,CHE,EU,1994,,,,,,,,0.5,0.59,,,,
Switzerland,CHE,EU,1995,,,,,,,,0.49,0.59,,,,
Switzerland,CHE,EU,1996,,,,,,,,0.49,0.62,,,,
Switzerland,CHE,EU,1997,,,,,,,,0.5,0.62,,,,
Switzerland,CHE,EU,1998,47119,6.63,,,,,,0.49,0.63,,,,
Switzerland,CHE,EU,1999,47209,6.61,,,,,,0.48,0.61,,,,
Switzerland,CHE,EU,2000,45170,6.29,,,11.59,0.28,25.91,0.48,0.62,,,,
Switzerland,CHE,EU,2001,43643,6.04,,,11.9,,,0.47,0.63,,,,
Switzerland,CHE,EU,2002,43308,5.95,,,12.31,,,0.48,0.63,,,,
Switzerland,CHE,EU,2003,42742,5.82,1.33,3.65,12.84,,,0.49,0.62,,,,
Switzerland,CHE,EU,2004,41897,5.67,1.33,3.69,12.72,,,0.5,0.6,,,,
Switzerland,CHE,EU,2005,41196,5.54,1.35,3.74,12.67,0.24,24.85,0.51,0.6,,,,
Switzerland,CHE,EU,2006,40347,5.39,1.36,3.79,13.09,0.25,25.16,0.52,0.6,,,,
Switzerland,CHE,EU,2007,40475,5.36,1.37,3.78,13.34,0.26,26.34,0.52,0.62,,31.39,,32.05
Switzerland,CHE,EU,2008,39852,5.21,1.43,3.82,13.59,0.28,28.23,0.52,0.63,,32.04,,32.69
Switzerland,CHE,EU,2009,39527,5.1,1.48,3.83,13.86,0.3,29.56,0.52,0.63,,32.8,,33.19
Switzerland,CHE,EU,2010,40638,5.19,1.49,3.81,14.64,0.29,27.8,0.53,0.64,,32.59,,33.1
Switzerland,CHE,EU,2011,39937,5.05,1.58,3.83,15.17,0.29,28.75,0.52,0.66,,33.62,,32.73
Switzerland,CHE,EU,2012,39783,4.97,1.62,3.92,15.57,0.31,29.9,0.52,0.67,,34.64,,32.89
Switzerland,CHE,EU,2013,39232,4.85,1.71,4.04,15.91,0.31,30.22,0.52,0.65,,36.59,,33.13
Switzerland,CHE,EU,2014,38764,4.73,1.78,4.13,16.16,0.3,28.66,0.51,0.65,,36.15,,28.33
Switzerland,CHE,EU,2015,39176,4.73,1.82,4.2,16.58,0.31,29.96,0.51,0.64,,37.67,,28.25
Switzerland,CHE,EU,2016,39254,4.69,1.87,4.25,17.02,0.32,30.53,0.5,0.7,,38.93,,28.78
Switzerland,CHE,EU,2017,39330,4.65,1.87,4.3,17.23,0.32,30.62,0.52,0.7,,39.28,,28.75
Switzerland,CHE,EU,2018,39401,4.63,1.91,4.34,17.59,0.33,31.58,0.51,0.69,,38.76,,29.01
Switzerland,CHE,EU,2019,39390,4.59,1.96,4.35,17.96,0.34,33.41,0.41,0.67,,38.72,,29.27
Switzerland,CHE,EU,2020,38705,4.48,,4.39,18.37,0.34,34.15,,,,39.59,,29.64
Switzerland,CHE,EU,2021,,,,4.45,,,,,,,,,
Turkey,TUR,EU,1994,134665,2.22,,,,,,,,,,,
Turkey,TUR,EU,1995,136072,2.2,,,,,,,,,,,
Turkey,TUR,EU,1996,139919,2.22,,,,,,,,,,,
Turkey,TUR,EU,1997,144984,2.26,,,,,,,,,,,
Turkey,TUR,EU,1998,148987,2.28,,,,,,,,,,,
Turkey,TUR,EU,1999,153465,2.31,,,,,,,,,,,
Turkey,TUR,EU,2002,164471,2.49,0.45,,,,,,,,4.89,0.88,
Turkey,TUR,EU,2003,165465,2.48,0.46,,,,,,,,5.63,1.48,
Turkey,TUR,EU,2004,166707,2.47,0.47,,,,,,,,6.6,2.2,
Turkey,TUR,EU,2005,170972,2.5,0.46,,,,,,,0.01,7.44,2.91,
Turkey,TUR,EU,2006,174342,2.52,0.49,,,,,,,0.02,8.56,4.47,
Turkey,TUR,EU,2007,178000,2.54,0.55,,,,,,,0.02,9.62,5.84,
Turkey,TUR,EU,2008,183183,2.58,0.58,,,,,,,0.03,10.68,7.91,
Turkey,TUR,EU,2009,188638,2.62,0.6,,,,,,,0.03,11.63,8.68,9.27
Turkey,TUR,EU,2010,200239,2.74,0.64,,,,,,,0.03,12.36,9.27,8.72
Turkey,TUR,EU,2011,194504,2.62,0.73,,,,,,,0.03,13.12,9.55,9.79
Turkey,TUR,EU,2012,200072,2.66,0.76,,,,,,,0.04,13.53,9.58,12.45
Turkey,TUR,EU,2013,202031,2.65,0.74,,,,,,,0.04,13.89,9.86,11.88
Turkey,TUR,EU,2014,206836,2.68,0.74,,,,,,,0.04,13.88,9.81,11.7
Turkey,TUR,EU,2015,209648,2.68,0.78,,,,,,,0.05,14.31,10.15,11.46
Turkey,TUR,EU,2016,217771,2.75,0.75,,,,,,,0.05,14.53,10.55,11.74
Turkey,TUR,EU,2017,225863,2.81,0.8,,,,,,,0.05,14.77,11.01,11.79
Turkey,TUR,EU,2018,231913,2.85,0.9,,,,,,,0.07,14.88,11.24,11.87
Turkey,TUR,EU,2019,237504,2.88,0.91,,,,,,,0.07,14.69,10.92,11.64
Turkey,TUR,EU,2020,251182,3.01,,,,,,,,0.08,14.97,11.26,11.78
United Kingdom,GBR,EU,1960,,,,0.85,,,,,,,,,
United Kingdom,GBR,EU,1961,,,,0.86,,,,,,,,,
United Kingdom,GBR,EU,1962,,,,0.87,,,,,,,,,
United Kingdom,GBR,EU,1963,,,,0.87,,,,,,,,,
United Kingdom,GBR,EU,1964,,,,0.87,,,,,,,,,
United Kingdom,GBR,EU,1965,,,,0.87,,,,,,,,,
United Kingdom,GBR,EU,1966,,,,0.88,,,,,,,,,
United Kingdom,GBR,EU,1967,,,,0.89,,,,,,,,,
United Kingdom,GBR,EU,1968,,,,0.91,,,,,,,,,
United Kingdom,GBR,EU,1969,,,,0.92,,,,,,,,,
United Kingdom,GBR,EU,1970,,,,0.94,,,,,,,,,
United Kingdom,GBR,EU,1971,,,,1.01,,,,,,,,,
United Kingdom,GBR,EU,1972,,,,1.05,,,,,,,,,
United Kingdom,GBR,EU,1973,,,,1.08,,,,,,,,,
United Kingdom,GBR,EU,1974,,,,1.1,,,,,,,,,
United Kingdom,GBR,EU,1975,,,,1.14,,,,,,,,,
United Kingdom,GBR,EU,1976,,,,1.16,,,,,,,,,
United Kingdom,GBR,EU,1977,,,,1.19,,,,,,,,,
United Kingdom,GBR,EU,1978,,,,1.22,,,,,,,,,
United Kingdom,GBR,EU,1979,,,,1.29,,,,,,,,,
United Kingdom,GBR,EU,1980,,,,1.32,,,,,,,,,
United Kingdom,GBR,EU,1981,,,,1.35,,,,,,,,,
United Kingdom,GBR,EU,1982,,,,1.34,,,,,,,,,
United Kingdom,GBR,EU,1983,,,,1.4,,,,,,,,,
United Kingdom,GBR,EU,1984,,,,1.41,,,,,,,,,
United Kingdom,GBR,EU,1985,,,,1.43,,,,,,,,,
United Kingdom,GBR,EU,1986,,,,1.44,,,,,,,,,
United Kingdom,GBR,EU,1987,,,,1.5,,,,,,,,,
United Kingdom,GBR,EU,1988,,,,1.53,,,,,,,,,
United Kingdom,GBR,EU,1989,,,,1.55,,,,,,,,,
United Kingdom,GBR,EU,1990,,,,1.62,,,,,,,,,
United Kingdom,GBR,EU,1991,,,,1.63,,,,,,,,,
United Kingdom,GBR,EU,1992,,,,1.64,,,,,,,,,
United Kingdom,GBR,EU,1993,,,,1.68,,,,,,,,,
United Kingdom,GBR,EU,1994,,,,1.7,,,,,,,,,
United Kingdom,GBR,EU,1995,,,,1.75,,,,,,,,,4.96
United Kingdom,GBR,EU,1996,,,,1.8,,,,,,,,,5.17
United Kingdom,GBR,EU,1997,,,,1.85,,,,,,,,,5.18
United Kingdom,GBR,EU,1998,,,,1.9,,,,,,,,,5.42
United Kingdom,GBR,EU,1999,,,,1.91,,,,,,,,,5.76
United Kingdom,GBR,EU,2000,240144,4.08,,1.98,8.15,0.45,39.28,,,0.33,5.35,5.62,6.15
United Kingdom,GBR,EU,2001,238641,4.04,,2.03,8.35,0.46,40.94,,,0.34,6.89,6.21,6.63
United Kingdom,GBR,EU,2002,236205,3.98,,2.1,8.65,0.46,41.27,,0.59,0.35,7.29,4.99,7.28
United Kingdom,GBR,EU,2003,235512,3.95,,2.19,8.89,0.47,40.67,,0.6,0.37,6.91,4.54,7.85
United Kingdom,GBR,EU,2004,231399,3.86,,2.32,9.03,0.48,40.54,,0.61,0.4,7.02,5,8.14
United Kingdom,GBR,EU,2005,224882,3.72,,2.4,9.14,0.49,40.57,,0.6,0.41,7.45,5.4,8.41
United Kingdom,GBR,EU,2006,215513,3.54,,2.45,9,0.48,39.11,,0.62,0.41,7.53,5.62,8.38
United Kingdom,GBR,EU,2007,207789,3.39,,2.48,8.65,0.48,38.16,0.48,0.62,0.41,,,8.37
United Kingdom,GBR,EU,2008,205976,3.33,,2.57,8.66,0.48,37.63,0.5,0.63,0.43,7.26,5.5,8.82
United Kingdom,GBR,EU,2009,203326,3.27,2.53,2.64,8.51,0.48,37.61,0.5,0.64,0.42,,,8.8
United Kingdom,GBR,EU,2010,183831,2.93,2.79,2.65,8.41,0.48,37.39,0.51,0.65,0.42,7.92,6.55,10.09
United Kingdom,GBR,EU,2011,181972,2.88,2.75,2.68,8.2,0.48,37.52,0.52,0.76,0.41,8.47,6.96,10.02
United Kingdom,GBR,EU,2012,178841,2.81,2.69,2.7,7.94,0.48,37.72,0.52,0.78,0.4,9.09,7.16,
United Kingdom,GBR,EU,2013,176791,2.76,2.73,2.71,7.94,0.48,39.83,0.53,0.8,0.4,9.31,7.2,
United Kingdom,GBR,EU,2014,176324,2.73,2.75,2.75,7.94,0.49,40.42,0.53,0.82,0.41,9.46,7.23,
United Kingdom,GBR,EU,2015,169995,2.61,2.88,2.77,7.91,0.48,40.39,0.53,0.84,0.41,,,
United Kingdom,GBR,EU,2016,168934,2.57,2.91,2.78,7.87,0.48,40.44,0.53,0.86,0.42,,,
United Kingdom,GBR,EU,2017,167589,2.54,2.9,2.81,7.83,0.48,41.83,0.53,0.85,0.43,,,
United Kingdom,GBR,EU,2018,165844,2.5,2.97,2.84,8.05,0.48,43.41,0.53,0.86,0.44,,,
United Kingdom,GBR,EU,2019,163873,2.45,3.09,2.95,8.2,0.48,45.18,0.53,0.87,0.47,,,
United Kingdom,GBR,EU,2020,162723,2.43,3.16,3.03,8.46,0.49,48.07,0.54,0.85,0.47,,,
United Kingdom,GBR,EU,2021,157804,2.34,,3.18,8.68,0.48,,0.51,,0.47,,,
USA,USA,NA,1960,1658000,9.18,,,,,,,,,,,
USA,USA,NA,1965,1704000,8.77,,,,,,,,,,,
USA,USA,NA,1970,1616000,7.88,,,,,,,,,,,
USA,USA,NA,1971,1556000,7.49,,,,,,,,,,,
USA,USA,NA,1972,1550000,7.38,,,,,,,,,,,
USA,USA,NA,1973,1535000,7.24,,,,,,,,,,,
USA,USA,NA,1974,1513000,7.07,,,,,,,,,,,
USA,USA,NA,1975,1466000,6.79,,,,,,,,,,,
USA,USA,NA,1976,1434000,6.58,,,,,,,,,,,
USA,USA,NA,1977,1407000,6.39,,,,,,,,,,,
USA,USA,NA,1978,1381000,6.2,,,,,,,,,,,
USA,USA,NA,1979,1372000,6.1,,,,,,,,,,,
USA,USA,NA,1980,1365000,6.01,,,,,,,,,,,
USA,USA,NA,1981,1362000,5.94,,,,,,,,,,,
USA,USA,NA,1982,1360000,5.87,,,,,,,,,,,
USA,USA,NA,1983,1350000,5.77,,,,,,,,,,,
USA,USA,NA,1984,1339000,5.68,,,,,,,,,,,
USA,USA,NA,1985,1318000,5.54,,,,,,,,,,,
USA,USA,NA,1986,1290000,5.37,,,,,,,,,,,
USA,USA,NA,1987,1267000,5.23,,,,,,,,,,,
USA,USA,NA,1988,1248000,5.1,,,,,,,,,,,
USA,USA,NA,1989,1226000,4.97,,,,,,,,,,,
USA,USA,NA,1990,1213000,4.86,,,,,,,,,,,
USA,USA,NA,1991,1201529,4.75,1.12,,,,,,,,,,
USA,USA,NA,1992,1177848,4.59,1.15,,,,,,,,,,
USA,USA,NA,1993,1163460,4.48,1.17,2.12,,,,,,,,9.66,
USA,USA,NA,1994,1128066,4.29,1.22,2.14,,,,,,,,,
USA,USA,NA,1995,1080601,4.06,1.27,2.19,,,,,,,,10.46,
USA,USA,NA,1996,1061688,3.94,1.28,2.22,,,,,,,,,
USA,USA,NA,1997,1035390,3.8,1.33,2.28,,,,,,,24.1,11.41,
USA,USA,NA,1998,1012582,3.67,1.39,2.25,,,,,,,,,
USA,USA,NA,1999,993866,3.56,1.42,2.24,,,,,,,25.09,13.19,
USA,USA,NA,2000,983628,3.49,1.46,2.29,,,,,,,,,45.92
USA,USA,NA,2001,987440,3.47,1.45,2.35,,,,,,0.44,28.88,17.44,46.23
USA,USA,NA,2002,975962,3.39,1.51,2.35,,,,,,0.45,,,45.8
USA,USA,NA,2003,965256,3.33,1.88,2.38,,,,,,0.47,29.26,19.32,46.99
USA,USA,NA,2004,955885,3.26,1.94,2.39,,,,,,0.49,32.29,26.67,46.62
USA,USA,NA,2005,946997,3.2,2.02,2.43,,,,,,0.51,,,46.1
USA,USA,NA,2006,947412,3.18,2.2,2.42,,,,,,0.52,34.02,26.58,45.44
USA,USA,NA,2007,945199,3.14,2.27,2.43,,,,,,0.54,34.31,25.93,44.97
USA,USA,NA,2008,951045,3.13,2.31,2.44,,,,,,0.55,,,44.08
USA,USA,NA,2009,944277,3.08,2.37,2.44,,,,,,0.57,,,41.77
USA,USA,NA,2010,941995,3.05,2.39,2.43,,,,,,0.58,,31.52,40.23
USA,USA,NA,2011,924333,2.97,2.45,2.46,,,,,,0.6,40.89,,39.47
USA,USA,NA,2012,920829,2.93,2.51,2.5,,,,,,0.61,43.89,34.46,39.74
USA,USA,NA,2013,914513,2.89,2.55,2.56,,,,,,0.62,43.49,35.5,41.16
USA,USA,NA,2014,902202,2.83,2.62,2.58,,,,,,0.63,41.04,38.11,43.33
USA,USA,NA,2015,897961,2.8,2.7,2.58,,,,,,0.65,41,39.02,47.24
USA,USA,NA,2016,894574,2.77,2.79,2.59,,,,,,0.67,41.86,36.73,51.75
USA,USA,NA,2017,931203,2.86,2.84,2.61,,,,,,0.69,42.72,37.63,55.55
USA,USA,NA,2018,924107,2.83,2.93,2.61,,,,,,0.7,44.53,39.22,59.86
USA,USA,NA,2019,919559,2.8,,2.64,,,,,,0.71,44.92,40.43,63.81
USA,USA,NA,2020,,,,,,,,,,0.67,42.58,34.66,67.15
USA,USA,NA,2021,,,,,,,,,,,42.63,37.99,70.72
